,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,split,Igi_call_quant,groundtruth_target
97519,129792,N gene,Positive Control (qPCR),S124275,Positive,40,423227.38,423227.375,1,train,1,1
97559,129988,ORF1ab,Positive Control (qPCR),S124275,Positive,40,556994.7,556994.6875,1,train,1,1
97599,129596,MS2,Positive Control (qPCR),S124275,Negative,40,297513.66,297513.65625,-1,train,0,0
97639,130186,S gene,Positive Control (qPCR),S124276,Positive,40,424248.3,424248.3125,1,train,1,1
97679,129794,N gene,Positive Control (qPCR),S124276,Positive,40,436091.47,436091.46875,1,train,1,1
97719,129990,ORF1ab,Positive Control (qPCR),S124276,Positive,40,523323.12,523323.125,1,train,1,1
97759,129598,MS2,Positive Control (qPCR),S124276,Negative,40,293109.22,293109.21875,-1,train,0,0
97799,130198,S gene,Positive Control (qPCR),S124277,Positive,40,423865.4,423865.40625,1,test,1,1
97839,129806,N gene,Positive Control (qPCR),S124277,Positive,40,447736.5,447736.5,1,test,1,1
97879,130002,ORF1ab,Positive Control (qPCR),S124277,Positive,40,509127.34,509127.34375,1,test,1,1
97919,129610,MS2,Positive Control (qPCR),S124277,Negative,40,261794.86,261794.859375,-1,test,0,0
97959,130199,S gene,Positive Control (qPCR),S124278,Positive,40,421406.38,421406.375,1,test,1,1
97999,129807,N gene,Positive Control (qPCR),S124278,Positive,40,428831.88,428831.875,1,test,1,1
98039,130003,ORF1ab,Positive Control (qPCR),S124278,Positive,40,521501.88,521501.875,1,test,1,1
98079,129611,MS2,Positive Control (qPCR),S124278,Negative,40,263730.5,263730.5,-1,test,0,0
98119,22008,S gene,Positive Control (qPCR),S129314,Positive,40,359337.47,359337.46875,1,train,1,1
98159,21616,N gene,Positive Control (qPCR),S129314,Positive,40,430778.1,430778.09375,1,train,1,1
98199,21812,ORF1ab,Positive Control (qPCR),S129314,Positive,40,498703.88,498703.875,1,train,1,1
98239,21420,MS2,Positive Control (qPCR),S129314,Negative,40,278861.72,278861.71875,-1,train,0,0
98279,22010,S gene,Positive Control (qPCR),S129318,Positive,40,392844.44,392844.4375,1,test,1,1
98319,21618,N gene,Positive Control (qPCR),S129318,Positive,40,487534.8,487534.8125,1,test,1,1
98359,21814,ORF1ab,Positive Control (qPCR),S129318,Positive,40,531774.5,531774.5,1,test,1,1
98399,21422,MS2,Positive Control (qPCR),S129318,Negative,40,280633.4,280633.40625,-1,test,0,0
98439,22022,S gene,Positive Control (qPCR),S129319,Positive,40,449153.9,449153.90625,1,test,1,1
98479,21630,N gene,Positive Control (qPCR),S129319,Positive,40,473381.2,473381.1875,1,test,1,1
98519,21826,ORF1ab,Positive Control (qPCR),S129319,Positive,40,549236.44,549236.4375,1,test,1,1
98559,21434,MS2,Positive Control (qPCR),S129319,Negative,40,263561.97,263561.96875,-1,test,0,0
98599,22023,S gene,Positive Control (qPCR),S129320,Positive,40,510274.8,510274.8125,1,val,1,1
98639,21631,N gene,Positive Control (qPCR),S129320,Positive,40,517809.72,517809.71875,1,val,1,1
98679,21827,ORF1ab,Positive Control (qPCR),S129320,Positive,40,588197.9,588197.875,1,val,1,1
98719,21435,MS2,Positive Control (qPCR),S129320,Negative,40,267130.28,267130.28125,-1,val,0,0
98759,44136,S gene,Positive Control (qPCR),S137752,Positive,40,225962.61,225962.609375,1,val,1,1
98799,43744,N gene,Positive Control (qPCR),S137752,Positive,40,190341.16,190341.15625,1,val,1,1
98839,43940,ORF1ab,Positive Control (qPCR),S137752,Positive,40,252787.22,252787.21875,1,val,1,1
98879,43548,MS2,Positive Control (qPCR),S137752,Negative,40,227982.25,227982.25,-1,val,0,0
98919,44138,S gene,Positive Control (qPCR),S137754,Positive,40,223314.34,223314.34375,1,train,1,1
98959,43746,N gene,Positive Control (qPCR),S137754,Positive,40,191371.88,191371.875,1,train,1,1
98999,43942,ORF1ab,Positive Control (qPCR),S137754,Positive,40,262947.4,262947.40625,1,train,1,1
99039,43550,MS2,Positive Control (qPCR),S137754,Negative,40,233077.28,233077.28125,-1,train,0,0
99079,44150,S gene,Positive Control (qPCR),S137755,Positive,40,248214.3,248214.296875,1,train,1,1
99119,43758,N gene,Positive Control (qPCR),S137755,Positive,40,295717.8,295717.8125,1,train,1,1
99159,43954,ORF1ab,Positive Control (qPCR),S137755,Positive,40,289729.03,289729.03125,1,train,1,1
99199,43562,MS2,Positive Control (qPCR),S137755,Negative,40,194977.53,194977.53125,-1,train,0,0
99239,44151,S gene,Positive Control (qPCR),S137756,Positive,40,286311.5,286311.5,1,test,1,1
99279,43759,N gene,Positive Control (qPCR),S137756,Positive,40,320414.34,320414.34375,1,test,1,1
99319,43955,ORF1ab,Positive Control (qPCR),S137756,Positive,40,307308.72,307308.71875,1,test,1,1
99359,43563,MS2,Positive Control (qPCR),S137756,Negative,40,213894.9,213894.90625,-1,test,0,0
99404,1066,RnaseP,Positive Control (qPCR),S488091,Negative,45,19819.71,19819.7109375,-1,train,0,0
99449,298,E gene,Positive Control (qPCR),S488091,Positive,45,380086.03,380086.03125,1,train,1,1
99494,682,N gene,Positive Control (qPCR),S488091,Positive,45,612044.1,612044.125,1,train,1,1
99539,1068,RnaseP,Positive Control (qPCR),S596537,Negative,45,19001.18,19001.1796875,-1,test,0,0
99584,300,E gene,Positive Control (qPCR),S596537,Positive,45,384513.94,384513.9375,1,test,1,1
99629,684,N gene,Positive Control (qPCR),S596537,Positive,45,621627.3,621627.3125,1,test,1,1
99674,1090,RnaseP,Positive Control (qPCR),S596538,Negative,45,19672.97,19672.970703125,-1,val,0,0
99719,322,E gene,Positive Control (qPCR),S596538,Positive,45,373836.7,373836.6875,1,val,1,1
99764,706,N gene,Positive Control (qPCR),S596538,Positive,45,583498.44,583498.4375,1,val,1,1
99809,1092,RnaseP,Positive Control (qPCR),S596539,Negative,45,18802.93,18802.9296875,-1,test,0,0
99854,324,E gene,Positive Control (qPCR),S596539,Positive,45,359359.06,359359.0625,1,test,1,1
99899,708,N gene,Positive Control (qPCR),S596539,Positive,45,570211.4,570211.375,1,test,1,1
99944,86714,RnaseP,Positive Control (qPCR),S1092340,Negative,45,26697.004,26697.00390625,-1,test,0,0
99989,85946,E gene,Positive Control (qPCR),S1092340,Positive,45,623351.56,623351.5625,1,test,1,1
100034,86330,N gene,Positive Control (qPCR),S1092340,Positive,45,945518.3,945518.3125,1,test,1,1
100079,86716,RnaseP,Positive Control (qPCR),S1102021,Negative,45,25386.527,25386.52734375,-1,test,0,0
100124,85948,E gene,Positive Control (qPCR),S1102021,Positive,45,635699.75,635699.75,1,test,1,1
100169,86332,N gene,Positive Control (qPCR),S1102021,Positive,45,981162.3,981162.3125,1,test,1,1
100214,86738,RnaseP,Positive Control (qPCR),S1102022,Negative,45,26952.906,26952.90625,-1,test,0,0
100259,85970,E gene,Positive Control (qPCR),S1102022,Positive,45,667288.75,667288.75,1,test,1,1
100304,86354,N gene,Positive Control (qPCR),S1102022,Positive,45,1009614.44,1009614.4375,1,test,1,1
100349,86740,RnaseP,Positive Control (qPCR),S1102023,Negative,45,23822.338,23822.337890625,-1,train,0,0
100394,85972,E gene,Positive Control (qPCR),S1102023,Positive,45,633776.3,633776.3125,1,train,1,1
100439,86356,N gene,Positive Control (qPCR),S1102023,Positive,45,979036.0,979036.0,1,train,1,1
100484,26218,RnaseP,Positive Control (qPCR),S487979,Negative,45,20371.73,20371.73046875,-1,train,0,0
100529,25450,E gene,Positive Control (qPCR),S487979,Positive,45,330104.34,330104.34375,1,train,1,1
100574,25834,N gene,Positive Control (qPCR),S487979,Positive,45,492043.97,492043.96875,1,train,1,1
100619,26220,RnaseP,Positive Control (qPCR),S596141,Negative,45,20110.674,20110.673828125,-1,train,0,0
100664,25452,E gene,Positive Control (qPCR),S596141,Positive,45,300611.88,300611.875,1,train,1,1
100709,25836,N gene,Positive Control (qPCR),S596141,Positive,45,368179.03,368179.03125,1,train,1,1
100754,26242,RnaseP,Positive Control (qPCR),S596142,Negative,45,21375.34,21375.33984375,-1,test,0,0
100799,25474,E gene,Positive Control (qPCR),S596142,Positive,45,317129.28,317129.28125,1,test,1,1
100844,25858,N gene,Positive Control (qPCR),S596142,Positive,45,415167.25,415167.25,1,test,1,1
100889,26244,RnaseP,Positive Control (qPCR),S596143,Negative,45,20144.723,20144.72265625,-1,train,0,0
100934,25476,E gene,Positive Control (qPCR),S596143,Positive,45,308023.25,308023.25,1,train,1,1
100979,25860,N gene,Positive Control (qPCR),S596143,Positive,45,393819.12,393819.125,1,train,1,1
101019,31656,S gene,Positive Control (qPCR),S270759,Positive,40,317332.9,317332.90625,1,test,1,1
101059,31264,N gene,Positive Control (qPCR),S270759,Positive,40,304195.47,304195.46875,1,test,1,1
101099,31460,ORF1ab,Positive Control (qPCR),S270759,Positive,40,416427.75,416427.75,1,test,1,1
101139,31068,MS2,Positive Control (qPCR),S270759,Negative,40,207347.48,207347.484375,-1,test,0,0
101179,31658,S gene,Positive Control (qPCR),S287244,Positive,40,432466.5,432466.5,1,val,1,1
101219,31266,N gene,Positive Control (qPCR),S287244,Positive,40,406175.38,406175.375,1,val,1,1
101259,31462,ORF1ab,Positive Control (qPCR),S287244,Positive,40,494710.25,494710.25,1,val,1,1
101299,31070,MS2,Positive Control (qPCR),S287244,Negative,40,256217.48,256217.484375,-1,val,0,0
101339,31670,S gene,Positive Control (qPCR),S287245,Positive,40,426397.0,426397.0,1,val,1,1
101379,31278,N gene,Positive Control (qPCR),S287245,Positive,40,415350.9,415350.90625,1,val,1,1
101419,31474,ORF1ab,Positive Control (qPCR),S287245,Positive,40,485497.3,485497.3125,1,val,1,1
101459,31082,MS2,Positive Control (qPCR),S287245,Negative,40,246874.45,246874.453125,-1,val,0,0
101499,31671,S gene,Positive Control (qPCR),S287246,Positive,40,431535.9,431535.90625,1,train,1,1
101539,31279,N gene,Positive Control (qPCR),S287246,Positive,40,430953.75,430953.75,1,train,1,1
101579,31475,ORF1ab,Positive Control (qPCR),S287246,Positive,40,515976.3,515976.3125,1,train,1,1
101619,31083,MS2,Positive Control (qPCR),S287246,Negative,40,252877.42,252877.421875,-1,train,0,0
101659,1896,S gene,Positive Control (qPCR),S162674,Positive,40,160834.73,160834.734375,1,train,1,1
101699,1504,N gene,Positive Control (qPCR),S162674,Positive,40,173396.6,173396.59375,1,train,1,1
101739,1700,ORF1ab,Positive Control (qPCR),S162674,Positive,40,263235.6,263235.59375,1,train,1,1
101779,1308,MS2,Positive Control (qPCR),S162674,Negative,40,193852.62,193852.625,-1,train,0,0
101819,1898,S gene,Positive Control (qPCR),S181448,Positive,40,233761.92,233761.921875,1,test,1,1
101859,1506,N gene,Positive Control (qPCR),S181448,Positive,40,278230.53,278230.53125,1,test,1,1
101899,1702,ORF1ab,Positive Control (qPCR),S181448,Positive,40,270932.94,270932.9375,1,test,1,1
101939,1310,MS2,Positive Control (qPCR),S181448,Negative,40,155865.3,155865.296875,-1,test,0,0
101979,1910,S gene,Positive Control (qPCR),S181449,Positive,40,241391.98,241391.984375,1,train,1,1
102019,1518,N gene,Positive Control (qPCR),S181449,Positive,40,298388.53,298388.53125,1,train,1,1
102059,1714,ORF1ab,Positive Control (qPCR),S181449,Positive,40,298836.16,298836.15625,1,train,1,1
102099,1322,MS2,Positive Control (qPCR),S181449,Negative,40,171006.4,171006.40625,-1,train,0,0
102139,1911,S gene,Positive Control (qPCR),S181450,Positive,40,220079.38,220079.375,1,train,1,1
102179,1519,N gene,Positive Control (qPCR),S181450,Positive,40,268883.56,268883.5625,1,train,1,1
102219,1715,ORF1ab,Positive Control (qPCR),S181450,Positive,40,267380.25,267380.25,1,train,1,1
102259,1323,MS2,Positive Control (qPCR),S181450,Negative,40,158860.2,158860.203125,-1,train,0,0
102299,45626,S gene,Positive Control (qPCR),S162748,Positive,40,168631.61,168631.609375,1,val,1,1
102339,44858,N gene,Positive Control (qPCR),S162748,Positive,40,155390.05,155390.046875,1,val,1,1
102379,45242,ORF1ab,Positive Control (qPCR),S162748,Positive,40,236231.69,236231.6875,1,val,1,1
102419,44474,MS2,Positive Control (qPCR),S162748,Negative,40,181799.39,181799.390625,-1,val,0,0
102459,45628,S gene,Positive Control (qPCR),S250965,Positive,40,170593.39,170593.390625,1,test,1,1
102499,44860,N gene,Positive Control (qPCR),S250965,Positive,40,147211.4,147211.40625,1,test,1,1
102539,45244,ORF1ab,Positive Control (qPCR),S250965,Positive,40,236126.47,236126.46875,1,test,1,1
102579,44476,MS2,Positive Control (qPCR),S250965,Negative,40,184824.03,184824.03125,-1,test,0,0
102619,45650,S gene,Positive Control (qPCR),S250966,Positive,40,179596.67,179596.671875,1,test,1,1
102659,44882,N gene,Positive Control (qPCR),S250966,Positive,40,169745.8,169745.796875,1,test,1,1
102699,45266,ORF1ab,Positive Control (qPCR),S250966,Positive,40,256480.0,256480.0,1,test,1,1
102739,44498,MS2,Positive Control (qPCR),S250966,Negative,40,183894.64,183894.640625,-1,test,0,0
102779,45652,S gene,Positive Control (qPCR),S250967,Positive,40,175102.31,175102.3125,1,train,1,1
102819,44884,N gene,Positive Control (qPCR),S250967,Positive,40,174193.72,174193.71875,1,train,1,1
102859,45268,ORF1ab,Positive Control (qPCR),S250967,Positive,40,255390.48,255390.484375,1,train,1,1
102899,44500,MS2,Positive Control (qPCR),S250967,Negative,40,176976.88,176976.875,-1,train,0,0
102944,97082,RnaseP,Positive Control (qPCR),S849776,Negative,45,19518.188,19518.1875,-1,train,0,0
102989,96314,E gene,Positive Control (qPCR),S849776,Positive,45,465302.03,465302.03125,1,train,1,1
103034,96698,N gene,Positive Control (qPCR),S849776,Positive,45,625262.75,625262.75,1,train,1,1
103079,97084,RnaseP,Positive Control (qPCR),S1036650,Negative,45,20198.064,20198.064453125,-1,val,0,0
103124,96316,E gene,Positive Control (qPCR),S1036650,Positive,45,471489.66,471489.65625,1,val,1,1
103169,96700,N gene,Positive Control (qPCR),S1036650,Positive,45,641438.5,641438.5,1,val,1,1
103214,97106,RnaseP,Positive Control (qPCR),S1036651,Negative,45,17905.117,17905.1171875,-1,test,0,0
103259,96338,E gene,Positive Control (qPCR),S1036651,Positive,45,486627.28,486627.28125,1,test,1,1
103304,96722,N gene,Positive Control (qPCR),S1036651,Positive,45,661312.1,661312.125,1,test,1,1
103349,97108,RnaseP,Positive Control (qPCR),S1036652,Negative,45,18541.54,18541.5390625,-1,train,0,0
103394,96340,E gene,Positive Control (qPCR),S1036652,Positive,45,494452.78,494452.78125,1,train,1,1
103439,96724,N gene,Positive Control (qPCR),S1036652,Positive,45,679283.7,679283.6875,1,train,1,1
103479,33224,S gene,Positive Control (qPCR),S270859,Positive,40,247359.66,247359.65625,1,train,1,1
103519,32832,N gene,Positive Control (qPCR),S270859,Positive,40,223776.77,223776.765625,1,train,1,1
103559,33028,ORF1ab,Positive Control (qPCR),S270859,Positive,40,445418.56,445418.5625,1,train,1,1
103599,32636,MS2,Positive Control (qPCR),S270859,Negative,40,212601.72,212601.71875,-1,train,0,0
103639,33226,S gene,Positive Control (qPCR),S292273,Positive,40,238539.11,238539.109375,1,train,1,1
103679,32834,N gene,Positive Control (qPCR),S292273,Positive,40,220556.86,220556.859375,1,train,1,1
103719,33030,ORF1ab,Positive Control (qPCR),S292273,Positive,40,454299.62,454299.625,1,train,1,1
103759,32638,MS2,Positive Control (qPCR),S292273,Negative,40,214296.19,214296.1875,-1,train,0,0
103799,33238,S gene,Positive Control (qPCR),S292274,Positive,40,285171.7,285171.6875,1,train,1,1
103839,32846,N gene,Positive Control (qPCR),S292274,Positive,40,272545.38,272545.375,1,train,1,1
103879,33042,ORF1ab,Positive Control (qPCR),S292274,Positive,40,495094.2,495094.1875,1,train,1,1
103919,32650,MS2,Positive Control (qPCR),S292274,Negative,40,215202.56,215202.5625,-1,train,0,0
103959,33239,S gene,Positive Control (qPCR),S292275,Positive,40,271324.3,271324.3125,1,val,1,1
103999,32847,N gene,Positive Control (qPCR),S292275,Positive,40,257542.17,257542.171875,1,val,1,1
104039,33043,ORF1ab,Positive Control (qPCR),S292275,Positive,40,471906.62,471906.625,1,val,1,1
104079,32651,MS2,Positive Control (qPCR),S292275,Negative,40,206303.66,206303.65625,-1,val,0,0
104124,20394,RnaseP,Positive Control (qPCR),S387604,Negative,45,3459.3018,3459.3017578125,-1,train,0,0
104169,19626,E gene,Positive Control (qPCR),S387604,Positive,45,482873.7,482873.6875,1,train,1,1
104214,20010,N gene,Positive Control (qPCR),S387604,Positive,45,802425.4,802425.375,1,train,1,1
104259,20396,RnaseP,Positive Control (qPCR),S460831,Negative,45,4322.4097,4322.40966796875,-1,train,0,0
104304,19628,E gene,Positive Control (qPCR),S460831,Positive,45,508472.03,508472.03125,1,train,1,1
104349,20012,N gene,Positive Control (qPCR),S460831,Positive,45,829591.56,829591.5625,1,train,1,1
104394,20418,RnaseP,Positive Control (qPCR),S460832,Negative,45,2951.211,2951.2109375,-1,train,0,0
104439,19650,E gene,Positive Control (qPCR),S460832,Positive,45,490414.7,490414.6875,1,train,1,1
104484,20034,N gene,Positive Control (qPCR),S460832,Positive,45,800516.06,800516.0625,1,train,1,1
104529,20420,RnaseP,Positive Control (qPCR),S460833,Negative,45,3502.233,3502.23291015625,-1,test,0,0
104574,19652,E gene,Positive Control (qPCR),S460833,Positive,45,475692.75,475692.75,1,test,1,1
104619,20036,N gene,Positive Control (qPCR),S460833,Positive,45,771494.75,771494.75,1,test,1,1
104664,114362,RnaseP,Positive Control (qPCR),S849941,Negative,45,23196.436,23196.435546875,-1,train,0,0
104709,113594,E gene,Positive Control (qPCR),S849941,Positive,45,465245.6,465245.59375,1,train,1,1
104754,113978,N gene,Positive Control (qPCR),S849941,Positive,45,611419.06,611419.0625,1,train,1,1
104799,114364,RnaseP,Positive Control (qPCR),S1084522,Negative,45,23360.027,23360.02734375,-1,train,0,0
104844,113596,E gene,Positive Control (qPCR),S1084522,Positive,45,470195.88,470195.875,1,train,1,1
104889,113980,N gene,Positive Control (qPCR),S1084522,Positive,45,615894.25,615894.25,1,train,1,1
104934,114386,RnaseP,Positive Control (qPCR),S1084523,Negative,45,23230.996,23230.99609375,-1,val,0,0
104979,113618,E gene,Positive Control (qPCR),S1084523,Positive,45,469882.72,469882.71875,1,val,1,1
105024,114002,N gene,Positive Control (qPCR),S1084523,Positive,45,635002.06,635002.0625,1,val,1,1
105069,114388,RnaseP,Positive Control (qPCR),S1084524,Negative,45,22819.137,22819.13671875,-1,train,0,0
105114,113620,E gene,Positive Control (qPCR),S1084524,Positive,45,486670.06,486670.0625,1,train,1,1
105159,114004,N gene,Positive Control (qPCR),S1084524,Positive,45,652230.2,652230.1875,1,train,1,1
105199,47162,S gene,Positive Control (qPCR),S162690,Positive,40,392490.0,392490.0,1,train,1,1
105239,46394,N gene,Positive Control (qPCR),S162690,Positive,40,449819.5,449819.5,1,train,1,1
105279,46778,ORF1ab,Positive Control (qPCR),S162690,Positive,40,553239.0,553239.0,1,train,1,1
105319,46010,MS2,Positive Control (qPCR),S162690,Negative,40,282349.7,282349.6875,-1,train,0,0
105359,47164,S gene,Positive Control (qPCR),S183780,Positive,40,403737.75,403737.75,1,train,1,1
105399,46396,N gene,Positive Control (qPCR),S183780,Positive,40,450772.2,450772.1875,1,train,1,1
105439,46780,ORF1ab,Positive Control (qPCR),S183780,Positive,40,559657.1,559657.125,1,train,1,1
105479,46012,MS2,Positive Control (qPCR),S183780,Negative,40,293876.8,293876.8125,-1,train,0,0
105519,47186,S gene,Positive Control (qPCR),S183781,Positive,40,389045.84,389045.84375,1,test,1,1
105559,46418,N gene,Positive Control (qPCR),S183781,Positive,40,447993.28,447993.28125,1,test,1,1
105599,46802,ORF1ab,Positive Control (qPCR),S183781,Positive,40,566768.4,566768.375,1,test,1,1
105639,46034,MS2,Positive Control (qPCR),S183781,Negative,40,284381.84,284381.84375,-1,test,0,0
105679,47188,S gene,Positive Control (qPCR),S183782,Positive,40,404909.03,404909.03125,1,train,1,1
105719,46420,N gene,Positive Control (qPCR),S183782,Positive,40,452143.97,452143.96875,1,train,1,1
105759,46804,ORF1ab,Positive Control (qPCR),S183782,Positive,40,562811.06,562811.0625,1,train,1,1
105799,46036,MS2,Positive Control (qPCR),S183782,Negative,40,292791.25,292791.25,-1,train,0,0
105844,117818,RnaseP,Positive Control (qPCR),S1198345,Negative,45,20220.617,20220.6171875,-1,train,0,0
105889,117050,E gene,Positive Control (qPCR),S1198345,Positive,45,492662.44,492662.4375,1,train,1,1
105934,117434,N gene,Positive Control (qPCR),S1198345,Positive,45,654011.0,654011.0,1,train,1,1
105979,117820,RnaseP,Positive Control (qPCR),S1263695,Negative,45,20612.605,20612.60546875,-1,test,0,0
106024,117052,E gene,Positive Control (qPCR),S1263695,Positive,45,497000.4,497000.40625,1,test,1,1
106069,117436,N gene,Positive Control (qPCR),S1263695,Positive,45,662942.8,662942.8125,1,test,1,1
106114,117842,RnaseP,Positive Control (qPCR),S1263696,Negative,45,18708.734,18708.734375,-1,train,0,0
106159,117074,E gene,Positive Control (qPCR),S1263696,Positive,45,541137.75,541137.75,1,train,1,1
106204,117458,N gene,Positive Control (qPCR),S1263696,Positive,45,708811.56,708811.5625,1,train,1,1
106249,117844,RnaseP,Positive Control (qPCR),S1263697,Negative,45,17789.814,17789.814453125,-1,train,0,0
106294,117076,E gene,Positive Control (qPCR),S1263697,Positive,45,517961.16,517961.15625,1,train,1,1
106339,117460,N gene,Positive Control (qPCR),S1263697,Positive,45,677931.4,677931.375,1,train,1,1
106384,59066,RnaseP,Positive Control (qPCR),S849771,Negative,45,23467.621,23467.62109375,-1,train,0,0
106429,58298,E gene,Positive Control (qPCR),S849771,Positive,45,415881.44,415881.4375,1,train,1,1
106474,58682,N gene,Positive Control (qPCR),S849771,Positive,45,718373.7,718373.6875,1,train,1,1
106519,59068,RnaseP,Positive Control (qPCR),S1021107,Negative,45,24270.809,24270.80859375,-1,val,0,0
106564,58300,E gene,Positive Control (qPCR),S1021107,Positive,45,424329.3,424329.3125,1,val,1,1
106609,58684,N gene,Positive Control (qPCR),S1021107,Positive,45,743577.3,743577.3125,1,val,1,1
106654,59090,RnaseP,Positive Control (qPCR),S1021108,Negative,45,22405.27,22405.26953125,-1,train,0,0
106699,58322,E gene,Positive Control (qPCR),S1021108,Positive,45,443219.28,443219.28125,1,train,1,1
106744,58706,N gene,Positive Control (qPCR),S1021108,Positive,45,757489.44,757489.4375,1,train,1,1
106789,59092,RnaseP,Positive Control (qPCR),S1021109,Negative,45,22606.637,22606.63671875,-1,train,0,0
106834,58324,E gene,Positive Control (qPCR),S1021109,Positive,45,447527.5,447527.5,1,train,1,1
106879,58708,N gene,Positive Control (qPCR),S1021109,Positive,45,778958.3,778958.3125,1,train,1,1
106924,98234,RnaseP,Positive Control (qPCR),S849695,Negative,45,22706.41,22706.41015625,-1,val,0,0
106969,97466,E gene,Positive Control (qPCR),S849695,Positive,45,592340.6,592340.625,1,val,1,1
107014,97850,N gene,Positive Control (qPCR),S849695,Positive,45,883539.9,883539.875,1,val,1,1
107059,98236,RnaseP,Positive Control (qPCR),S1033343,Negative,45,21480.746,21480.74609375,-1,train,0,0
107104,97468,E gene,Positive Control (qPCR),S1033343,Positive,45,593541.0,593541.0,1,train,1,1
107149,97852,N gene,Positive Control (qPCR),S1033343,Positive,45,909187.7,909187.6875,1,train,1,1
107194,98258,RnaseP,Positive Control (qPCR),S1033344,Negative,45,22535.398,22535.3984375,-1,train,0,0
107239,97490,E gene,Positive Control (qPCR),S1033344,Positive,45,633757.1,633757.125,1,train,1,1
107284,97874,N gene,Positive Control (qPCR),S1033344,Positive,45,943603.75,943603.75,1,train,1,1
107329,98260,RnaseP,Positive Control (qPCR),S1033345,Negative,45,20900.39,20900.390625,-1,train,0,0
107374,97492,E gene,Positive Control (qPCR),S1033345,Positive,45,608996.5,608996.5,1,train,1,1
107419,97876,N gene,Positive Control (qPCR),S1033345,Positive,45,929165.5,929165.5,1,train,1,1
107464,116666,RnaseP,Positive Control (qPCR),S1198144,Negative,45,20726.625,20726.625,-1,train,0,0
107509,115898,E gene,Positive Control (qPCR),S1198144,Positive,45,484803.1,484803.09375,1,train,1,1
107554,116282,N gene,Positive Control (qPCR),S1198144,Positive,45,649570.5,649570.5,1,train,1,1
107599,116668,RnaseP,Positive Control (qPCR),S1262654,Negative,45,20614.143,20614.142578125,-1,val,0,0
107644,115900,E gene,Positive Control (qPCR),S1262654,Positive,45,485342.78,485342.78125,1,val,1,1
107689,116284,N gene,Positive Control (qPCR),S1262654,Positive,45,662292.75,662292.75,1,val,1,1
107734,116690,RnaseP,Positive Control (qPCR),S1262655,Negative,45,18415.002,18415.001953125,-1,train,0,0
107779,115922,E gene,Positive Control (qPCR),S1262655,Positive,45,505054.3,505054.3125,1,train,1,1
107824,116306,N gene,Positive Control (qPCR),S1262655,Positive,45,680906.6,680906.625,1,train,1,1
107869,116692,RnaseP,Positive Control (qPCR),S1262656,Negative,45,17565.445,17565.4453125,-1,train,0,0
107914,115924,E gene,Positive Control (qPCR),S1262656,Positive,45,492848.56,492848.5625,1,train,1,1
107959,116308,N gene,Positive Control (qPCR),S1262656,Positive,45,655927.9,655927.875,1,train,1,1
108004,63674,RnaseP,Positive Control (qPCR),S849959,Negative,45,22444.432,22444.431640625,-1,train,0,0
108049,62906,E gene,Positive Control (qPCR),S849959,Positive,45,376220.28,376220.28125,1,train,1,1
108094,63290,N gene,Positive Control (qPCR),S849959,Positive,45,671257.0,671257.0,1,train,1,1
108139,63676,RnaseP,Positive Control (qPCR),S995397,Negative,45,22947.357,22947.357421875,-1,train,0,0
108184,62908,E gene,Positive Control (qPCR),S995397,Positive,45,382943.72,382943.71875,1,train,1,1
108229,63292,N gene,Positive Control (qPCR),S995397,Positive,45,702643.75,702643.75,1,train,1,1
108274,63698,RnaseP,Positive Control (qPCR),S995398,Negative,45,21406.123,21406.123046875,-1,train,0,0
108319,62930,E gene,Positive Control (qPCR),S995398,Positive,45,398125.5,398125.5,1,train,1,1
108364,63314,N gene,Positive Control (qPCR),S995398,Positive,45,710413.2,710413.1875,1,train,1,1
108409,63700,RnaseP,Positive Control (qPCR),S995399,Negative,45,21414.738,21414.73828125,-1,test,0,0
108454,62932,E gene,Positive Control (qPCR),S995399,Positive,45,395285.47,395285.46875,1,test,1,1
108499,63316,N gene,Positive Control (qPCR),S995399,Positive,45,724086.0,724086.0,1,test,1,1
108539,34792,S gene,Positive Control (qPCR),S270784,Positive,40,349194.34,349194.34375,1,train,1,1
108579,34400,N gene,Positive Control (qPCR),S270784,Positive,40,321085.44,321085.4375,1,train,1,1
108619,34596,ORF1ab,Positive Control (qPCR),S270784,Positive,40,483828.75,483828.75,1,train,1,1
108659,34204,MS2,Positive Control (qPCR),S270784,Negative,40,237055.75,237055.75,-1,train,0,0
108699,34794,S gene,Positive Control (qPCR),S295299,Positive,40,344450.6,344450.59375,1,val,1,1
108739,34402,N gene,Positive Control (qPCR),S295299,Positive,40,328858.62,328858.625,1,val,1,1
108779,34598,ORF1ab,Positive Control (qPCR),S295299,Positive,40,495736.97,495736.96875,1,val,1,1
108819,34206,MS2,Positive Control (qPCR),S295299,Negative,40,228605.84,228605.84375,-1,val,0,0
108859,34806,S gene,Positive Control (qPCR),S295300,Positive,40,477118.28,477118.28125,1,test,1,1
108899,34414,N gene,Positive Control (qPCR),S295300,Positive,40,414303.47,414303.46875,1,test,1,1
108939,34610,ORF1ab,Positive Control (qPCR),S295300,Positive,40,615573.44,615573.4375,1,test,1,1
108979,34218,MS2,Positive Control (qPCR),S295300,Negative,40,262251.94,262251.9375,-1,test,0,0
109019,34807,S gene,Positive Control (qPCR),S295301,Positive,40,459932.0,459932.0,1,test,1,1
